"LAVADO","monto_transferencia","frecuencia_mensual","antiguedad_cliente","paises_destino","indice_riesgo_cliente","volumen_total_mes","canal_transaccion","tipo_cliente","jurisdiccion_riesgo","pep","alerta_manual","perfil_operacional"
"No_sospechoso",8276.13938707726,13,8,1,66.6253008015511,16591.2787741545,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",4535.15960101726,15,5,3,55.2335576127308,9115.31920203453,"Sucursal","Persona","Bja","No","No","Normal"
"Sospechoso",13367.1756656399,17,6,5,79.5528809599661,26785.3513312797,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",4576.34091349778,17,8,1,NA,9203.68182699555,"Sucursal","Offshore","Bja","No","No","Volatil"
"No_sospechoso",2520.81112869925,15,6,1,53.8646819349697,5086.62225739849,"Sucursal","Empresa","Bja","No","No","Atipico"
"No_sospechoso",1669.43723727787,14,4,0,65.0169043134729,3380.87447455573,"Online","Persona","Bja","No","No","Normal"
"No sospechoso",4215.29700989063,15,10,1,60.4458877446775,8475.59401978127,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",2510.32743135461,16,4,4,NA,5068.65486270923,NA,"Persona","Baja","No","No","Volatil"
"No_sospechoso",4293.34886821493,16,6,1,15.3425748617843,8634.69773642985,"Online","Persona","Baja","No","No","Volatil"
"No_sospechoso",4325.2288326283,16,4,2,60.8103872255618,8698.45766525661,"Online","Persona","Bja","No","No","Normal"
"No sospechoso",2004.40620690625,14,7,1,67.6620704397809,4050.8124138125,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2995.3198250089,15,6,1,59.5112072888352,6035.6396500178,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2181.96506427456,18,8,1,58.1527249594906,4417.93012854913,"Online","Persona","Baja","No","No","Volatil"
"No_sospechoso",10507.5821104242,15,7,0,61.8043497622105,21060.1642208484,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",6187.18198007411,15,8,0,60.1917513967219,12419.3639601482,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3206.22830449793,17,10,3,67.0674681928592,6463.45660899586,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",7680.15455210758,15,11,3,NA,15405.3091042152,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",5533.81622286909,17,4,1,81.0773352815366,11118.6324457382,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",3346.05205169111,17,8,3,52.2305144058091,6743.10410338222,"Online","Persona","Baja","No","No","Atipico"
"No sospechoso",3066.1437915195,14,6,0,58.2902086625308,6174.287583039,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",2283.49880832301,16,12,1,66.7171449073076,4614.99761664602,"Online","Persona","Alta","No","No","Normal"
"No_sospechoso",4624.54010407168,16,7,3,66.2143119032888,9297.08020814336,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3097.19324687986,14,5,0,68.188692130125,6236.38649375973,"Sucursal","Persona","Baja","Si","No","Normal"
"No_sospechoso",4202.62072038473,14,10,1,NA,8447.24144076945,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",6724.01836689361,15,9,1,69.6611956559471,13493.0367337872,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",6764.51839040163,18,9,1,36.5846323823183,13583.0367808033,"Online","Persona","Bja","No","No","Volatil"
"No sospechoso",4045.60830753729,13,9,1,57.6631696406776,8130.21661507459,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",3651.02200471798,16,6,5,NA,7350.04400943596,"Online","Persona","Baja","No","No","Normal"
"Sospechoso",16673.2874460206,17,1,6,90.9855978187945,33397.5748920412,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",2549.80019426131,15,9,2,62.610340798892,5144.60038852262,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1236.44404042183,15,5,0,59.0534689089482,2517.88808084366,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",2662.51839018824,15,11,3,53.8818759656687,5370.03678037647,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",1582.0972896008,15,4,2,59.1239053366898,3209.1945792016,"Sucursal","Empresa","Bja","Si","No","Normal"
"No_sospechoso",2826.93512305141,16,6,2,73.7933444926235,5701.87024610281,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3916.58221277217,18,6,1,57.3388084055196,7887.16442554434,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",7110.79903245829,16,10,1,45.5850983838091,14269.5980649166,"Internacional","Persona","Bja","No","No","Volatil"
"No_sospechoso",4056.34139194376,17,6,5,52.8868037718943,8163.68278388752,"Internacional","Empresa","Bja","No","No","Volatil"
"No_sospechoso",4501.39363452108,18,9,2,65.7932562866897,9056.78726904216,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",6754.80415712864,17,7,1,57.9992673618642,13560.6083142573,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",2468.62627493238,13,4,1,NA,4976.25254986475,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",6608.00101118865,17,8,1,59.4752599340764,13267.0020223773,"Online","Offshore","Baja","No","No","Volatil"
"No_sospechoso",3782.90042653044,14,5,2,38.4625674809353,7607.80085306089,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4878.70950693636,14,13,3,68.8939086753,9799.41901387272,"Internacional","Persona","Baja","No","No","Normal"
"No sospechoso",3612.90976082591,14,6,2,64.26486279473,7267.81952165183,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",2450.64416768485,14,6,3,52.3732532716764,4943.2883353697,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",5886.01099650486,14,9,0,40.7300826907363,11814.0219930097,"Sucursal","Empresa","Bja","No","No","Normal"
"Sospechoso",6029.94326659473,19,4,4,61.1965414027924,12116.8865331895,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4452.23782565557,15,6,2,59.0952916142346,8949.47565131115,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3567.41425297091,12,5,0,52.3755345320647,7170.82850594181,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",2251.77267441254,14,8,0,NA,4545.54534882508,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",1029.21311584568,13,6,2,68.7350816162026,2097.42623169135,"Sucursal","Empresa","Baja","Si","No","Normal"
"No_sospechoso",2813.45903956898,18,6,1,61.3858976140963,5680.91807913797,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",4047.40427720821,15,7,2,66.5099385871143,8139.80855441642,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",3081.37325163534,14,8,2,47.3110520124892,6204.74650327067,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2281.35413023696,15,6,2,33.3542944344691,4607.70826047391,"Internacional","Empresa","Bja","No","No","Volatil"
"No_sospechoso",1545.50770421777,17,6,0,52.5383732239931,3142.01540843553,"Online","Persona","Bja","No","No","Volatil"
"No_sospechoso",3694.57712145787,16,6,5,75.8409655432579,7437.15424291574,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",3787.58726288115,16,6,4,49.812895890372,7623.1745257623,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",7490.2815472951,16,3,0,42.2016119585949,15028.5630945902,"Online","Empresa","Bja","No","No","Atipico"
"No_sospechoso",3905.78760106634,16,8,1,57.8070653505402,7859.57520213268,NA,"Empresa","Baja","No","No","Normal"
"No_sospechoso",8166.67630368137,18,7,0,66.3728104954377,16387.3526073627,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3689.05433447146,15,5,1,65.7482133435211,7423.10866894293,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",2816.03474490034,15,2,1,62.6586780063367,5677.06948980069,"Online","Persona","Bja","No","No","Atipico"
"No_sospechoso",4333.46490172142,15,7,1,58.6470968207832,8711.92980344285,"Online","Persona","Alta","No","No","Normal"
"No_sospechoso",3521.53345372316,15,11,2,NA,7088.06690744631,"Internacional","Empresa","Bja","No","No","Normal"
"No_sospechoso",3465.42250738526,16,6,2,50.1935385530734,6978.84501477051,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1742.23214386872,15,7,3,68.2414835489597,3529.46428773744,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",3002.18380129259,16,6,0,48.3054430371197,6052.36760258518,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1548.00805434693,13,8,0,53.7660414244158,3135.01610869386,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2842.29506794826,14,6,2,54.6240446482114,5726.59013589653,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",6030.31108528565,18,7,0,68.5256356551878,12114.6221705713,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",482.476225616246,14,7,1,57.9671211069265,1006.95245123249,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2445.93236974345,17,6,0,51.5489383390316,4942.8647394869,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",3021.87353298909,19,4,0,65.9548305371748,6100.74706597819,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",1860.78918717034,18,9,0,67.2632588867924,3775.57837434069,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",1706.32362524371,16,12,2,NA,3460.64725048742,NA,"Empresa","Alta","No","No","Normal"
"No_sospechoso",9807.62029018263,18,8,2,NA,19669.2405803653,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",5400.48154816432,15,6,0,58.2116095774563,10845.9630963286,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",1962.70530853455,14,6,0,51.7172164675473,3967.4106170691,"Sucursal","Empresa","Bja","No","No","Atipico"
"No_sospechoso",4068.25843240761,15,10,1,51.5832391282287,8181.51686481523,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",2724.4547678626,15,6,2,49.3676121455592,5493.9095357252,"Sucursal","Empresa","Baja","No","No","Normal"
"No sospechoso",2070.99524523309,14,4,1,52.4770505038054,4183.99049046618,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",4830.95474292196,14,6,0,62.0002406557093,9703.90948584392,"Internacional","Empresa","Bja","No","No","Atipico"
"No_sospechoso",5363.67032064368,17,3,2,71.7850771563459,10778.3406412874,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2045.9897802723,15,6,1,39.5525579510308,4136.97956054461,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",12215.2022368661,19,7,2,78.1307749159373,24487.4044737322,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",1998.03692803258,14,9,1,56.2852715660335,4038.07385606516,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",5807.24317201878,16,7,1,57.0733528789579,11662.4863440376,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",3629.79117674755,16,11,1,71.7187953330377,7307.58235349511,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2884.17596490315,19,9,1,48.955557973428,5825.35192980631,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3402.75142456488,17,6,3,51.9799421819367,6856.50284912976,"Sucursal","Persona","Baja","No","No","Volatil"
"No_sospechoso",7872.1434286879,17,6,1,53.312106730786,15795.2868573758,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",7283.36971694425,18,8,2,57.3404651949739,14620.7394338885,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",3668.9521522507,19,9,2,75.3298511811973,7394.90430450141,"Internacional","Offshore","Bja","No","No","Normal"
"No_sospechoso",6116.1497328692,17,8,5,71.6305548586643,12283.2994657384,NA,"Empresa","Baja","No","No","Normal"
"No_sospechoso",3501.08420872567,18,6,1,58.08855610998,7056.16841745135,"Sucursal","Empresa","Baja","No","No","Atipico"
"No_sospechoso",6142.15045863553,18,6,1,53.0747325729939,12338.3009172711,"Online","Empresa","Bja","No","No","Normal"
"No_sospechoso",3390.14829686968,16,4,3,62.9105961012959,6828.29659373936,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",8783.15342841258,17,4,3,59.8219218491984,17617.3068568252,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",1348.19439132423,16,9,2,NA,2744.38878264846,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",7626.45491437454,16,2,1,59.7847478864126,15300.9098287491,"Online","Empresa","Bja","Si","No","Atipico"
"No_sospechoso",4076.52598511514,17,5,2,54.3296715631349,8204.05197023027,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",6595.68611616039,16,4,2,73.7108021267794,13239.3722323208,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",9966.29198481525,17,4,3,78.173708620392,19983.5839696305,"Sucursal","Empresa","Bja","No","No","Normal"
"No sospechoso",6641.30992271771,17,8,0,40.7225065207521,13333.6198454354,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",11692.4307313595,15,8,1,NA,23429.8614627189,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",5273.72033041907,16,9,1,72.3695126148085,10595.4406608381,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",1264.02616230326,14,11,2,62.1926063961787,2570.05232460652,NA,"Persona","Baja","No","No","Normal"
"No_sospechoso",2699.5428805489,13,7,3,37.4566045825527,5438.0857610978,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",6566.95332916965,13,4,0,60.4304834722068,13172.9066583393,"Online","Persona","Baja","No","No","Normal"
"No sospechoso",2711.98683921582,13,5,6,45.5766324481318,5462.97367843164,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",4574.50691236168,13,12,4,48.8337399990527,9188.01382472335,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",2741.78548516671,15,7,1,NA,5528.57097033342,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4721.07115228354,16,7,1,65.6366146724496,9490.14230456707,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3636.88755852877,13,6,5,67.1640303668292,7312.77511705755,"Sucursal","Empresa","Baja","No","No","Normal"
"Sospechoso",7139.01478715106,16,2,2,NA,14326.0295743021,"Sucursal","Empresa","Alta","Si","No","Normal"
"No_sospechoso",5124.11480071585,16,7,3,67.6283381695811,10296.2296014317,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",8214.8054790121,16,9,1,76.2355194483346,16477.6109580242,"Sucursal","Persona","Bja","No","No","Normal"
"No sospechoso",2869.1222590407,15,7,4,72.4456267239653,5783.24451808141,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",1887.4470487567,16,5,2,71.0920372745933,3822.89409751339,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",6873.44960915065,18,10,0,60.4098452634469,13800.8992183013,"Sucursal","Persona","Bja","Si","No","Volatil"
"No_sospechoso",1680.38313025642,14,6,4,54.7162315971894,3402.76626051283,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4379.00032517415,18,7,1,67.7071902069099,8812.00065034831,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",5578.53780232586,19,6,4,34.4069377845382,11214.0756046517,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",4154.73823706859,15,9,0,NA,8354.47647413718,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",10158.6846877172,15,8,2,42.3492584979129,20362.3693754345,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",3440.70024017551,15,7,0,62.1668678883117,6926.40048035103,"Internacional","Empresa","Bja","No","No","Normal"
"No_sospechoso",6888.03655409973,16,4,3,48.887471876291,13824.0731081995,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",8059.89734639464,17,9,1,67.2284384937114,16170.7946927893,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3569.16395162257,15,8,1,57.1839723837768,7183.32790324514,"Sucursal","Persona","Baja","No","No","Normal"
"No sospechoso",5008.20701929913,15,7,3,67.3168241369218,10061.4140385983,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",2375.59950271215,14,5,2,62.1592195803767,4793.19900542429,"Online","Empresa","Baja","No","No","Atipico"
"No_sospechoso",7234.05780677178,15,5,0,78.8161351758596,14513.1156135436,"Internacional","Persona","Alta","No","No","Normal"
"No_sospechoso",5409.18424961441,15,3,4,41.3806629222919,10863.3684992288,"Online","Persona","Bja","No","No","Atipico"
"No_sospechoso",1450.41079843156,15,7,0,58.6531282659014,2945.82159686311,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",3900.29469997183,19,6,0,47.0907948989083,7857.58939994366,"Online","Persona","Alta","No","No","Normal"
"No_sospechoso",4821.18340631177,17,7,4,NA,9693.36681262353,"Online","Persona","Bja","No","No","Atipico"
"No_sospechoso",5990.12252366296,14,9,0,60.5032769847003,12022.2450473259,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",3729.84182136385,15,9,3,56.5834107397698,7504.68364272769,"Sucursal","Offshore","Bja","No","No","Normal"
"No_sospechoso",1983.39909798623,17,7,1,71.0374022580563,4017.79819597246,"Internacional","Persona","Alta","No","No","Atipico"
"No_sospechoso",3442.5239567344,17,7,1,NA,6936.04791346879,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",9929.37123037389,16,6,2,64.3414715292882,19906.7424607478,"Sucursal","Persona","Baja","No","No","Normal"
"No sospechoso",2074.29829788505,14,9,1,42.5078123231085,4190.5965957701,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",2095.50251194433,15,11,1,53.7534117725973,4236.00502388866,"Internacional","Persona","Bja","Si","No","Atipico"
"No_sospechoso",2915.93092410338,14,5,3,59.0391072165962,5873.86184820675,"Internacional","Persona","Bja","No","No","Atipico"
"No_sospechoso",982.300288717113,16,6,2,64.5856753720555,2012.60057743423,"Sucursal","Empresa","Bja","No","No","Atipico"
"No sospechoso",1798.00041400043,14,7,3,52.3420779076294,3638.00082800086,"Online","Persona","Alta","No","No","Normal"
"No_sospechoso",1407.60411492162,14,8,1,60.8367234171839,2857.20822984323,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",6768.03383333869,16,7,3,73.3506024600761,13584.0676666774,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",6239.79325590997,15,8,1,64.7123879304432,12524.5865118199,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",1959.91797559726,17,7,0,58.5690198891129,3970.83595119452,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4764.26554991426,14,3,0,61.4035016139117,9570.53109982852,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",2986.65419022797,14,7,2,39.4836719337888,6015.30838045594,"Online","Persona","Bja","No","No","Atipico"
"No_sospechoso",3789.35197517377,16,6,4,37.5446666893373,7626.70395034754,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",8406.44336208993,16,6,3,53.6943587398975,16860.8867241799,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",1228.35302959737,12,6,1,51.3400165134072,2492.70605919473,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",3098.62391335817,14,12,3,67.3220515598404,6239.24782671634,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4394.90874800968,14,9,2,63.2985140669202,8831.81749601935,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1220.43440190649,14,8,3,NA,2482.86880381299,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",3796.38355530137,16,6,1,52.6279487533726,7640.76711060274,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",6003.55026280692,17,11,2,NA,12058.1005256138,NA,"Persona","Bja","No","No","Atipico"
"No_sospechoso",3292.37447728382,16,6,0,62.7756848251432,6632.74895456764,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",3781.9121099107,17,3,5,53.8980198250827,7614.82421982141,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",3701.64368263978,16,7,2,62.8966942669944,7451.28736527955,"Internacional","Persona","Bja","No","No","Atipico"
"No sospechoso",4141.29767311204,15,11,1,43.909967893138,8327.59534622408,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",5117.57819731415,15,3,1,52.6878085155311,10280.1563946283,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3353.81864907854,13,7,3,74.6907696243368,6746.63729815707,"Sucursal","Persona","Alta","No","No","Volatil"
"No_sospechoso",1234.5884216996,16,3,1,NA,2517.1768433992,"Internacional","Persona","Baja","No","No","Atipico"
"No_sospechoso",8317.50741941971,17,9,1,57.5007460802885,16686.0148388394,"Sucursal","Persona","Bja","No","No","Atipico"
"Sospechoso",4791.9354687935,18,5,3,56.0655630879454,9637.87093758699,"Online","Persona","Alta","Si","No","Normal"
"No_sospechoso",2766.67630713722,13,6,4,47.5766638033731,5572.35261427443,NA,"Persona","Baja","No","No","Atipico"
"No_sospechoso",2832.66662003265,17,6,2,49.1642024766221,5716.33324006531,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",4116.28342289274,15,8,1,53.0060926436215,8277.56684578548,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3415.89047456963,17,6,3,56.2308426777368,6882.78094913926,"Online","Persona","Baja","Si","No","Atipico"
"No sospechoso",4527.02607324151,16,8,2,57.973908267168,9102.05214648302,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2812.80417769682,13,6,2,57.8981962744398,5664.60835539364,"Sucursal","Empresa","Baja","Si","No","Atipico"
"No_sospechoso",3756.41999611096,15,8,3,62.9776421444973,7557.83999222191,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4233.48572981255,14,7,0,69.2316982598522,8508.9714596251,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",5503.28434693772,16,7,4,85.8075562139663,11054.5686938754,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2684.80680163859,13,6,4,65.5543213047438,5408.61360327718,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",4257.04450329199,15,4,3,56.9802805090082,8559.08900658397,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",4641.64584742119,15,4,3,38.0407251880901,9328.29169484239,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3567.64282503773,14,6,2,65.6741080535218,7177.28565007547,NA,"Empresa","Bja","No","No","Normal"
"No_sospechoso",3157.51755237217,16,7,1,78.5497847188282,6363.03510474434,"Sucursal","Persona","Bja","No","No","Normal"
"Sospechoso",13198.6630802444,20,3,1,83.9405881888701,26457.3261604887,"Online","Offshore","Alta","Si","No","Normal"
"No_sospechoso",4255.70404542756,17,10,2,NA,8562.40809085511,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",810.603207672033,12,7,3,73.1744085542142,1657.20641534407,"Sucursal","Empresa","Baja","No","No","Atipico"
"No_sospechoso",3319.833522486,18,9,0,61.6611532764481,6693.66704497201,"Sucursal","Empresa","Baja","No","No","Atipico"
"No_sospechoso",2866.46012578375,13,6,4,NA,5771.92025156749,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",4081.00488558385,14,7,4,43.3782209357767,8204.0097711677,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",4486.7349946119,17,9,1,NA,9024.46998922381,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4531.31880126697,18,6,3,50.3762573576724,9116.63760253394,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",5408.44990471382,16,8,4,NA,10864.8998094276,NA,"Persona","Bja","No","No","Normal"
"No sospechoso",1992.55990774067,15,7,2,53.5893932120909,4030.11981548133,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1534.56121350656,16,6,5,58.0134009732771,3117.12242701313,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3360.73194022424,16,6,1,50.1820055300309,6769.46388044849,"Online","Persona","Baja","No","No","Atipico"
"No sospechoso",3107.30649033436,17,8,3,73.2599661910774,6265.61298066872,"Sucursal","Offshore","Baja","No","No","Normal"
"No_sospechoso",5435.74262657312,18,4,2,41.7846350847786,10925.4852531462,"Online","Persona","Bja","No","No","Normal"
"No sospechoso",7272.99193425812,17,6,1,51.8834865309259,14596.9838685162,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",3406.75863251251,17,7,0,57.018729728261,6864.51726502501,"Sucursal","Persona","Baja","No","No","Normal"
"No sospechoso",1397.62051707027,16,8,1,47.6058697977555,2843.24103414054,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",7619.31365454438,14,10,3,45.4124159298863,15280.6273090888,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",4572.67491352845,17,5,1,54.5717213149412,9196.3498270569,"Online","Persona","Baja","No","No","Volatil"
"No_sospechoso",3289.1845914079,16,8,1,60.7181354606578,6626.3691828158,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",5330.40355006052,15,7,0,61.4831013506357,10705.807100121,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",3691.8766502787,16,7,3,61.20126424262,7431.75330055741,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",13522.5290890946,16,7,0,46.7157071993563,27093.0581781891,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2645.74547652522,15,4,2,56.5700472993423,5336.49095305044,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",3865.01304564818,16,7,2,38.7294425920742,7778.02609129635,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",1969.4452943566,16,6,1,62.7283464508194,3986.89058871321,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1653.34663527307,12,7,0,56.9729080032941,3342.69327054614,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",5486.55219353235,18,7,4,68.1799323570509,11027.1043870647,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",7455.0875763029,18,10,1,71.4455792852184,14964.1751526058,"Sucursal","Offshore","Bja","No","No","Normal"
"No_sospechoso",5433.48763755923,17,8,3,67.1923935498929,10917.9752751185,NA,"Persona","Baja","No","No","Normal"
"No_sospechoso",1676.06556140775,15,5,2,61.4038342113783,3397.1311228155,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4569.78129568702,17,8,3,46.2315594101756,9190.56259137404,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2112.85364731545,15,11,0,60.4725174103363,4270.70729463091,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",4539.37498623869,16,10,2,76.5986521466478,9126.74997247738,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",1107.75042766831,16,6,4,74.6930311485316,2263.50085533662,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",7105.19957543375,14,2,1,68.5752816152008,14252.3991508675,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",10214.2199097993,18,8,2,64.7674076806869,20482.4398195986,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",3968.20857800442,13,11,1,73.2458071339936,7975.41715600883,"Sucursal","Empresa","Baja","No","No","Atipico"
"No_sospechoso",7556.52827883268,12,9,1,33.4642183037536,15149.0565576654,"Online","Empresa","Baja","No","No","Atipico"
"Sospechoso",4850.88558059802,17,8,4,78.5672732409719,9752.77116119604,"Sucursal","Empresa","Alta","No","No","Normal"
"No_sospechoso",3264.80202342894,15,7,4,61.0822228772562,6574.60404685788,"Online","Persona","Bja","No","No","Atipico"
